id,category
360,8
361,2
362,0
363,5
364,4
365,2
366,3
367,0
368,2
369,0
370,1
371,9
372,8
373,4
374,4
375,7
376,4
377,4
378,2
379,0
380,7
381,8
382,5
383,8
384,1
385,4
386,0
387,4
388,5
389,8
390,9
391,8
392,1
393,9
394,6
395,5
396,6
397,0
398,1
399,4
400,0
401,6
402,9
403,6
404,5
405,9
406,6
407,3
408,4
409,3
410,6
411,1
412,9
413,9
414,6
415,7
416,0
417,0
418,7
419,5
420,6
421,5
422,5
423,0
424,2
425,3
426,6
427,2
428,5
429,5
430,9
431,8
432,2
433,6
434,2
435,5
436,2
437,6
438,6
439,5
440,0
441,0
442,2
443,1
444,2
445,2
446,8
447,4
448,4
449,8
450,0
451,5
452,0
453,1
454,6
455,5
456,7
457,4
458,3
459,4
460,2
461,9
462,3
463,2
464,0
465,8
466,1
467,1
468,7
469,9
470,1
471,8
472,9
473,5
474,3
475,4
476,3
477,4
478,5
479,6
480,3
481,6
482,9
483,2
484,2
485,7
486,4
487,4
488,0
489,2
490,3
491,6
492,4
493,1
494,5
495,0
496,7
497,4
498,8
499,5
500,0
501,4
502,6
503,9
504,4
505,8
506,1
507,8
508,8
509,0
510,1
511,5
512,4
513,6
514,9
515,2
516,9
517,0
518,3
519,8
520,4
521,7
522,2
523,6
524,4
525,3
526,0
527,6
528,9
529,0
530,9
531,5
532,3
533,2
534,6
535,9
536,8
537,7
538,7
539,4
540,6
541,0
542,5
543,6
544,9
545,7
546,1
547,7
548,6
549,1
550,0
551,0
552,0
553,9
554,3
555,9
556,5
557,2
558,6
559,3
560,7
561,0
562,4
563,1
564,7
565,4
566,2
567,8
568,1
569,0
570,0
571,1
572,7
573,8
574,4
575,3
576,8
577,0
578,6
579,5
580,2
581,9
582,2
583,0
584,8
585,2
586,4
587,8
588,8
589,4
590,9
591,9
592,9
593,5
594,6
595,3
596,5
597,7
598,7
599,8
600,7
601,8
602,2
603,9
604,1
605,4
606,3
607,4
608,3
609,7
610,5
611,1
612,9
613,3
614,6
615,3
616,5
617,0
618,0
619,8
620,4
621,2
622,9
623,7
624,1
625,1
626,4
627,4
628,6
629,2
630,9
631,5
632,2
633,8
634,0
635,1
636,9
637,3
638,6
639,4
640,7
641,5
642,7
643,7
644,6
645,6
646,3
647,4
648,2
649,1
650,7
651,0
652,7
653,7
654,4
655,1
656,4
657,5
658,5
659,9
660,6
661,3
662,0
663,7
664,7
665,2
666,6
667,4
668,2
669,3
670,0
671,6
672,7
673,2
674,0
675,4
676,7
677,2
678,1
679,5
680,6
681,5
682,8
683,9
684,2
685,4
686,1
687,1
688,9
689,4
690,0
691,7
692,4
693,0
694,3
695,8
696,4
697,6
698,5
699,4
700,7
701,8
702,5
703,1
704,9
705,3
706,6
707,0
708,5
709,8
710,5
711,5
712,2
713,1
714,5
715,6
716,5
717,0
718,4
719,6
720,2
721,1
722,2
723,2
724,2
725,0
726,0
727,2
728,5
729,3
730,7
731,1
732,6
733,7
734,4
735,7
736,8
737,4
738,4
739,7
740,7
741,9
742,8
743,7
744,2
745,2
746,1
747,0
748,4
749,7
750,1
751,6
752,9
753,2
754,3
755,2
756,9
757,9
758,3
759,3
760,6
761,9
762,2
763,6
764,6
765,9
766,0
767,2
768,7
769,3
770,1
771,9
772,3
773,5
774,4
775,6
776,7
777,3
778,9
779,4
780,8
781,6
782,4
783,0
784,3
785,8
786,4
787,7
788,3
789,3
790,2
791,0
792,7
793,6
794,9
795,7
796,7
797,7
798,3
799,4
800,8
801,1
802,1
803,5
804,0
805,0
806,4
807,1
808,3
809,9
810,2
811,8
812,6
813,2
814,4
815,5
816,7
817,5
818,5
819,4
820,1
821,5
822,3
823,6
824,3
825,1
826,3
827,6
828,6
829,0
830,4
831,6
832,0
833,8
834,1
835,8
836,1
837,7
838,3
839,0
840,0
841,5
842,2
843,9
844,4
845,4
846,0
847,4
848,3
849,9
850,2
851,6
852,4
853,5
854,6
855,3
856,8
857,9
858,1
859,0
860,6
861,5
862,9
863,3
864,9
865,4
866,7
867,5
868,8
869,6
870,4
871,8
872,5
873,1
874,6
875,9
876,2
877,9
878,2
879,1
880,3
881,5
882,3
883,1
884,8
885,5
886,4
887,6
888,3
889,7
890,5
891,1
892,3
893,4
894,1
895,7
896,5
897,0
898,0
899,6
900,7
901,7
902,5
903,4
904,2
905,3
906,3
907,0
908,7
909,1
910,0
911,5
912,4
913,2
914,5
915,0
916,5
917,9
918,3
919,0
920,1
921,5
922,0
923,7
924,3
925,7
926,2
927,9
928,9
929,6
930,1
931,4
932,6
933,5
934,8
935,8
936,3
937,2
938,6
939,8
940,8
941,2
942,6
943,5
944,5
945,4
946,5
947,8
948,4
949,2
950,8
951,3
952,5
953,0
954,5
955,4
956,6
957,8
958,6
959,7
960,3
961,9
962,4
963,9
964,8
965,7
966,1
967,3
968,4
969,1
970,4
971,5
972,3
973,4
974,5
975,3
976,7
977,0
978,0
979,1
980,5
981,1
982,3
983,1
984,6
985,6
986,6
987,9
988,0
989,6
990,7
991,1
992,3
993,9
994,1
995,6
996,2
997,0
998,1
999,4
1000,8
1001,2
1002,9
1003,6
1004,1
1005,2
1006,0
1007,8
1008,5
1009,2
1010,8
1011,0
1012,1
1013,3
1014,2
1015,2
1016,6
1017,9
1018,0
1019,3
1020,2
1021,3
1022,6
1023,8
1024,7
1025,8
1026,8
1027,4
1028,1
1029,0
1030,0
1031,9
1032,6
1033,5
1034,9
1035,9
1036,6
1037,2
1038,9
1039,1
1040,5
1041,9
1042,4
1043,3
1044,9
1045,9
1046,8
1047,9
1048,8
1049,7
1050,9
1051,0
1052,0
1053,1
1054,6
1055,1
1056,8
1057,9
1058,8
1059,2
1060,2
1061,4
1062,6
1063,4
1064,7
1065,4
1066,9
1067,6
1068,9
1069,2
1070,4
1071,6
1072,9
1073,8
1074,3
1075,3
1076,0
1077,3
1078,9
1079,5
1080,2
1081,5
1082,4
1083,6
1084,4
1085,3
1086,8
1087,1
1088,2
1089,4
1090,1
1091,7
1092,0
1093,0
1094,4
1095,3
1096,5
1097,9
1098,4
1099,8
1100,1
1101,4
1102,1
1103,1
1104,2
1105,4
1106,3
1107,0
1108,5
1109,7
1110,0
1111,2
1112,3
1113,3
1114,3
1115,6
1116,4
1117,1
1118,9
1119,8
1120,1
1121,6
1122,7
1123,0
1124,2
1125,6
1126,9
1127,8
1128,6
1129,5
1130,8
1131,1
1132,7
1133,3
1134,5
1135,7
1136,6
1137,6
1138,0
1139,7
1140,4
1141,7
1142,6
1143,9
1144,5
1145,0
1146,0
1147,0
1148,8
1149,2
1150,9
1151,1
1152,2
1153,1
1154,6
1155,2
1156,9
1157,1
1158,8
1159,0
1160,6
1161,3
1162,1
1163,4
1164,8
1165,7
1166,9
1167,5
1168,3
1169,0
1170,6
1171,7
1172,3
1173,8
1174,8
1175,2
1176,2
1177,9
1178,7
1179,9
1180,1
1181,6
1182,5
1183,3
1184,7
1185,6
1186,2
1187,1
1188,2
1189,4
1190,3
1191,2
1192,8
1193,4
1194,5
1195,8
1196,6
1197,2
1198,0
1199,5
1200,8
1201,4
1202,7
1203,8
1204,9
1205,4
1206,4
1207,6
1208,7
1209,0
1210,9
1211,1
1212,3
1213,1
1214,6
1215,5
1216,3
1217,0
1218,8
1219,2
1220,3
1221,6
1222,0
1223,2
1224,3
1225,6
1226,9
1227,1
1228,7
1229,9
1230,8
1231,9
1232,8
1233,1
1234,7
1235,0
1236,8
1237,2
1238,1
1239,0
1240,3
1241,7
1242,5
1243,3
1244,6
1245,6
1246,8
1247,4
1248,9
1249,5
1250,7
1251,0
1252,9
1253,2
1254,8
1255,1
1256,8
1257,9
1258,0
1259,6
1260,7
1261,1
1262,0
1263,0
1264,3
1265,9
1266,2
1267,6
1268,2
1269,9
1270,0
1271,5
1272,3
1273,2
1274,8
1275,4
1276,5
1277,5
1278,8
1279,5
1280,6
1281,5
1282,1
1283,2
1284,7
1285,7
1286,9
1287,8
1288,5
1289,3
1290,6
1291,1
1292,4
1293,3
1294,5
1295,5
1296,5
1297,0
1298,9
1299,9
1300,4
1301,7
1302,0
1303,9
1304,2
1305,2
1306,5
1307,0
1308,3
1309,0
1310,2
1311,2
1312,4
1313,8
1314,6
1315,4
1316,8
1317,6
1318,8
1319,0
1320,4
1321,1
1322,3
1323,5
1324,7
1325,8
1326,2
1327,1
1328,2
1329,3
1330,1
1331,5
1332,2
1333,5
1334,5
1335,6
1336,4
1337,0
1338,0
1339,1
1340,4
1341,2
1342,3
1343,4
1344,0
1345,6
1346,9
1347,3
1348,4
1349,1
1350,4
1351,3
1352,0
1353,0
1354,7
1355,3
1356,1
1357,6
1358,1
1359,2
1360,6
1361,2
1362,0
1363,0
1364,8
1365,0
1366,4
1367,2
1368,6
1369,7
1370,3
1371,6
1372,1
1373,1
1374,7
1375,9
1376,0
1377,0
1378,1
1379,8
1380,8
1381,9
1382,3
1383,8
1384,0
1385,4
1386,5
1387,3
1388,2
1389,0
1390,0
1391,5
1392,7
1393,4
1394,8
1395,4
1396,9
1397,1
1398,6
1399,9
1400,2
1401,6
1402,3
1403,3
1404,9
1405,0
1406,5
1407,0
1408,4
1409,4
1410,5
1411,5
1412,9
1413,1
1414,9
1415,1
1416,2
1417,6
1418,2
1419,4
1420,8
1421,9
1422,7
1423,3
1424,5
1425,3
1426,9
1427,2
1428,1
1429,5
1430,6
1431,6
1432,0
1433,2
1434,6
1435,5
1436,4
1437,3
1438,7
1439,8
1440,2
1441,9
1442,3
1443,6
1444,0
1445,8
1446,5
1447,4
1448,8
1449,2
1450,3
1451,8
1452,1
1453,8
1454,5
1455,1
1456,6
1457,3
1458,3
1459,9
1460,4
1461,2
1462,3
1463,2
1464,5
1465,4
1466,9
1467,9
1468,4
1469,4
1470,9
1471,5
1472,3
1473,1
1474,6
1475,2
1476,7
1477,2
1478,2
1479,6
1480,5
1481,4
1482,4
1483,5
1484,2
1485,6
1486,0
1487,1
1488,4
1489,2
1490,2
1491,8
1492,2
1493,0
1494,6
1495,3
1496,7
1497,5
1498,2
1499,2
1500,9
1501,5
1502,2
1503,5
1504,9
1505,4
1506,4
1507,7
1508,3
1509,8
1510,2
1511,7
1512,6
1513,4
1514,6
1515,2
1516,3
1517,8
1518,0
1519,3
1520,9
1521,4
1522,9
1523,6
1524,4
1525,7
1526,0
1527,2
1528,6
1529,4
1530,5
1531,0
1532,7
1533,0
1534,5
1535,9
1536,7
1537,0
1538,5
1539,7
1540,3
1541,1
1542,5
1543,2
1544,0
1545,3
1546,2
1547,9
1548,4
1549,2
1550,9
1551,9
1552,5
1553,8
1554,3
1555,9
1556,2
1557,2
1558,9
1559,3
1560,3
1561,8
1562,2
1563,5
1564,2
1565,8
1566,0
1567,1
1568,7
1569,5
1570,2
1571,6
1572,2
1573,4
1574,4
1575,1
1576,6
1577,9
1578,0
1579,2
1580,0
1581,4
1582,7
1583,4
1584,0
1585,0
1586,3
1587,0
1588,5
1589,0
1590,5
1591,4
1592,5
1593,7
1594,6
1595,7
1596,5
1597,1
1598,1
1599,4
1600,8
1601,8
1602,5
1603,1
1604,1
1605,2
1606,8
1607,1
1608,1
1609,5
1610,6
1611,2
1612,4
1613,0
1614,0
1615,5
1616,8
1617,2
1618,1
1619,1
1620,0
1621,1
1622,7
1623,7
1624,8
1625,1
1626,5
1627,8
1628,2
1629,8
1630,4
1631,8
1632,2
1633,7
1634,4
1635,6
1636,0
1637,8
1638,0
1639,8
1640,0
1641,5
1642,4
1643,0
1644,2
1645,4
1646,4
1647,5
1648,8
1649,5
1650,9
1651,8
1652,1
1653,7
1654,9
1655,2
1656,4
1657,0
1658,8
1659,5
1660,9
1661,6
1662,5
1663,0
1664,7
1665,5
1666,8
1667,7
1668,8
1669,6
1670,1
1671,5
1672,7
1673,8
1674,1
1675,2
1676,3
1677,6
1678,7
1679,0
1680,2
1681,4
1682,6
1683,6
1684,3
1685,1
1686,5
1687,4
1688,4
1689,9
1690,6
1691,0
1692,5
1693,6
1694,5
1695,8
1696,7
1697,4
1698,2
1699,7
1700,9
1701,7
1702,8
1703,9
1704,1
1705,9
1706,2
1707,6
1708,0
1709,5
1710,9
1711,1
1712,7
1713,5
1714,0
1715,9
1716,3
1717,8
1718,2
1719,1
1720,0
1721,7
1722,4
1723,9
1724,6
1725,5
1726,2
1727,6
1728,0
1729,0
1730,7
1731,2
1732,7
1733,1
1734,4
1735,5
1736,7
1737,7
1738,6
1739,7
1740,1
1741,0
1742,6
1743,6
1744,5
1745,7
1746,9
1747,7
1748,6
1749,4
1750,2
1751,6
1752,1
1753,4
1754,5
1755,4
1756,7
1757,1
1758,3
1759,8
1760,3
1761,8
1762,5
1763,2
1764,2
1765,5
1766,6
1767,0
1768,7
1769,8
1770,3
1771,9
1772,9
1773,1
1774,7
1775,0
1776,6
1777,9
1778,8
1779,1
1780,2
1781,8
1782,3
1783,2
1784,5
1785,5
1786,7
1787,6
1788,4
1789,2
1790,3
1791,6
1792,0
1793,2
1794,3
1795,2
1796,1
1797,0
1798,7
1799,7
1800,9
1801,2
1802,5
1803,3
1804,7
1805,9
1806,0
1807,0
1808,7
1809,8
1810,0
1811,0
1812,2
1813,4
1814,3
1815,6
1816,1
1817,0
1818,9
1819,9
1820,5
1821,2
1822,5
1823,4
1824,1
1825,2
1826,3
1827,5
1828,5
1829,6
1830,8
1831,3
1832,4
1833,3
1834,8
1835,4
1836,0
1837,3
1838,3
1839,7
1840,3
1841,3
1842,7
1843,1
1844,9
1845,3
1846,3
1847,2
1848,6
1849,6
1850,1
1851,2
1852,4
1853,2
1854,0
1855,9
1856,0
1857,3
1858,4
1859,5
1860,1
1861,2
1862,9
1863,6
1864,3
1865,4
1866,9
1867,9
1868,4
1869,2
1870,1
1871,5
1872,0
1873,0
1874,3
1875,9
1876,6
1877,0
1878,8
1879,4
1880,1
1881,4
1882,9
1883,0
1884,4
1885,0
1886,7
1887,9
1888,8
1889,9
1890,5
1891,1
1892,8
1893,3
1894,6
1895,0
1896,5
1897,0
1898,5
1899,1
1900,3
1901,1
1902,5
1903,3
1904,7
1905,2
1906,6
1907,2
1908,0
1909,3
1910,1
1911,3
1912,5
1913,1
1914,2
1915,4
1916,2
1917,2
1918,3
1919,0
1920,5
1921,4
1922,3
1923,6
1924,0
1925,4
1926,6
1927,0
1928,2
1929,2
1930,9
1931,2
1932,3
1933,3
1934,4
1935,0
1936,3
1937,3
1938,7
1939,3
1940,0
1941,2
1942,6
1943,4
1944,1
1945,9
1946,7
1947,2
1948,7
1949,1
1950,6
1951,0
1952,0
1953,8
1954,5
1955,7
1956,9
1957,6
1958,7
1959,3
1960,4
1961,9
1962,4
1963,5
1964,6
1965,5
1966,2
1967,8
1968,6
1969,0
1970,9
1971,2
1972,7
1973,7
1974,5
1975,3
1976,1
1977,9
1978,7
1979,4
1980,2
1981,5
1982,8
1983,7
1984,0
1985,4
1986,8
1987,1
1988,5
1989,3
1990,0
1991,1
1992,2
1993,7
1994,7
1995,5
1996,5
1997,0
1998,1
1999,2
2000,4
2001,3
2002,7
2003,2
2004,3
2005,9
2006,1
2007,2
2008,7
2009,2
2010,7
2011,9
2012,3
2013,4
2014,9
2015,8
2016,6
2017,2
2018,4
2019,5
2020,5
2021,7
2022,9
2023,4
2024,5
2025,8
2026,4
2027,8
2028,2
2029,7
2030,2
2031,2
2032,4
2033,6
2034,9
2035,0
2036,3
2037,1
2038,6
2039,6
2040,2
2041,6
2042,4
2043,3
2044,0
2045,8
2046,5
2047,2
2048,1
2049,0
2050,1
2051,8
2052,1
2053,1
2054,2
2055,6
2056,5
2057,6
2058,9
2059,7
2060,6
2061,0
2062,1
2063,5
2064,8
2065,8
2066,4
2067,4
2068,2
2069,8
2070,6
2071,7
2072,7
2073,8
2074,2
2075,4
2076,7
2077,2
2078,4
2079,5
2080,0
2081,2
2082,7
2083,1
2084,5
2085,3
2086,4
2087,3
2088,0
2089,8
2090,3
2091,8
2092,4
2093,4
2094,0
2095,5
2096,7
2097,5
2098,2
2099,3
2100,7
2101,4
2102,7
2103,6
2104,8
2105,7
2106,9
2107,8
2108,6
2109,3
2110,2
2111,2
2112,9
2113,5
2114,9
2115,7
2116,7
2117,1
2118,6
2119,2
2120,1
2121,7
2122,6
2123,5
2124,1
2125,0
2126,9
2127,2
2128,8
2129,1
2130,9
2131,8
2132,6
2133,9
2134,6
2135,2
2136,3
2137,8
2138,4
2139,5
2140,8
2141,6
2142,5
2143,6
2144,7
2145,7
2146,4
2147,3
2148,0
2149,7
2150,4
2151,2
2152,6
2153,0
2154,0
2155,6
2156,6
2157,0
2158,1
2159,5
2160,9
2161,4
2162,2
2163,8
2164,8
2165,1
2166,4
2167,1
2168,3
2169,4
2170,3
2171,8
2172,5
2173,5
2174,2
2175,0
2176,4
2177,6
2178,1
2179,4
2180,2
2181,6
2182,2
2183,5
2184,0
2185,4
2186,7
2187,1
2188,6
2189,9
2190,1
2191,7
2192,2
2193,2
2194,9
2195,3
2196,1
2197,5
2198,7
2199,4
2200,4
2201,7
2202,3
2203,6
2204,0
2205,4
2206,5
2207,2
2208,5
2209,1
2210,1
2211,1
2212,4
2213,9
2214,3
2215,2
2216,1
2217,9
2218,7
2219,2
2220,7
2221,1
2222,4
2223,9
2224,3
2225,4
2226,1
2227,6
2228,4
2229,6
2230,3
2231,5
2232,0
2233,1
2234,8
2235,6
2236,6
2237,5
2238,9
2239,7
2240,9
2241,8
2242,7
2243,9
2244,2
2245,0
2246,2
2247,9
2248,4
2249,0
2250,8
2251,1
2252,6
2253,4
2254,8
2255,2
2256,4
2257,2
2258,6
2259,5
2260,0
2261,1
2262,2
2263,0
2264,6
2265,5
2266,1
2267,6
2268,2
2269,8
2270,3
2271,4
2272,9
2273,6
2274,1
2275,7
2276,3
2277,1
2278,9
2279,4
2280,3
2281,0
2282,4
2283,7
2284,9
2285,7
2286,8
2287,2
2288,5
2289,7
2290,7
2291,3
2292,3
2293,1
2294,2
2295,6
2296,9
2297,7
2298,4
2299,5
2300,2
2301,4
2302,5
2303,0
2304,9
2305,7
2306,9
2307,2
2308,2
2309,0
2310,0
2311,6
2312,8
2313,0
2314,7
2315,2
2316,3
2317,4
2318,6
2319,5
2320,9
2321,8
2322,4
2323,4
2324,2
2325,0
2326,8
2327,8
2328,3
2329,3
2330,9
2331,2
2332,9
2333,6
2334,6
2335,7
2336,5
2337,8
2338,6
2339,2
2340,8
2341,0
2342,4
2343,1
2344,4
2345,5
2346,8
2347,2
2348,2
2349,2
2350,3
2351,8
2352,5
2353,7
2354,8
2355,2
2356,1
2357,5
2358,0
2359,7
2360,1
2361,9
2362,9
2363,4
2364,3
2365,7
2366,8
2367,3
2368,6
2369,7
2370,4
2371,3
2372,3
2373,8
2374,3
2375,4
2376,4
2377,8
2378,8
2379,6
2380,4
2381,4
2382,0
2383,9
2384,6
2385,0
2386,8
2387,5
2388,8
2389,3
2390,2
2391,1
2392,2
2393,1
2394,1
2395,0
2396,2
2397,5
2398,8
2399,7
2400,7
2401,2
2402,9
2403,1
2404,4
2405,9
2406,1
2407,8
2408,6
2409,7
2410,3
2411,7
2412,7
2413,0
2414,6
2415,5
2416,1
2417,7
2418,5
2419,3
2420,4
2421,7
2422,9
2423,4
2424,0
2425,6
2426,0
2427,6
2428,4
2429,1
2430,2
2431,5
2432,4
2433,6
2434,0
2435,5
2436,6
2437,5
2438,3
2439,2
2440,3
2441,0
2442,1
2443,7
2444,3
2445,3
2446,2
2447,2
2448,2
2449,9
2450,9
2451,2
2452,7
2453,8
2454,8
2455,3
2456,7
2457,8
2458,8
2459,4
2460,2
2461,0
2462,8
2463,3
2464,8
2465,9
2466,1
2467,4
2468,2
2469,7
2470,0
2471,4
2472,3
2473,4
2474,4
2475,1
2476,4
2477,7
2478,9
2479,5
2480,4
2481,6
2482,8
2483,0
2484,4
2485,1
2486,6
2487,9
2488,4
2489,7
2490,4
2491,7
2492,8
2493,1
2494,2
2495,3
2496,0
2497,5
2498,6
2499,9
2500,5
2501,8
2502,9
2503,7
2504,0
2505,5
2506,4
2507,2
2508,7
2509,9
2510,5
2511,6
2512,0
2513,4
2514,3
2515,6
2516,5
2517,9
2518,6
2519,6
2520,2
2521,7
2522,1
2523,4
2524,8
2525,8
2526,9
2527,3
2528,2
2529,4
2530,6
2531,6
2532,3
2533,1
2534,9
2535,4
2536,1
2537,3
2538,2
2539,6
2540,5
2541,8
2542,2
2543,4
2544,0
2545,8
2546,2
2547,3
2548,8
2549,3
2550,2
2551,9
2552,8
2553,3
2554,8
2555,3
2556,1
2557,5
2558,8
2559,7
2560,4
2561,1
2562,7
2563,4
2564,2
2565,3
2566,7
2567,0
2568,7
2569,0
2570,0
2571,2
2572,4
2573,5
2574,6
2575,4
2576,8
2577,5
2578,5
2579,5
2580,7
2581,1
2582,1
2583,9
2584,6
2585,4
2586,0
2587,7
2588,2
2589,8
2590,4
2591,8
2592,0
2593,8
2594,3
2595,2
2596,9
2597,7
2598,2
2599,6
2600,0
2601,9
2602,3
2603,5
2604,3
2605,6
2606,0
2607,8
2608,6
2609,0
2610,3
2611,1
2612,2
2613,2
2614,2
2615,4
2616,9
2617,5
2618,9
2619,1
2620,5
2621,9
2622,0
2623,4
2624,2
2625,7
2626,6
2627,0
2628,6
2629,4
2630,4
2631,3
2632,3
2633,7
2634,8
2635,9
2636,6
2637,7
2638,7
2639,7
2640,5
2641,8
2642,1
2643,5
2644,8
2645,1
2646,6
2647,4
2648,5
2649,4
2650,5
2651,8
2652,0
2653,9
2654,4
2655,0
2656,7
2657,6
2658,4
2659,5
2660,1
2661,3
2662,9
2663,3
2664,7
2665,7
2666,9
2667,7
2668,1
2669,9
2670,5
2671,0
2672,0
2673,3
2674,8
2675,6
2676,9
2677,2
2678,8
2679,0
2680,7
2681,0
2682,2
2683,3
2684,5
2685,8
2686,4
2687,1
2688,4
2689,3
2690,8
2691,4
2692,1
2693,4
2694,6
2695,4
2696,9
2697,9
2698,5
2699,8
2700,1
2701,3
2702,6
2703,1
2704,9
2705,7
2706,1
2707,1
2708,0
2709,5
2710,0
2711,4
2712,5
2713,8
2714,8
2715,6
2716,2
2717,1
2718,3
2719,9
2720,5
2721,2
2722,2
2723,9
2724,9
2725,8
2726,3
2727,4
2728,4
2729,6
2730,5
2731,1
2732,7
2733,2
2734,9
2735,2
2736,6
2737,6
2738,7
2739,8
2740,4
2741,3
2742,1
2743,2
2744,8
2745,3
2746,3
2747,4
2748,2
2749,7
2750,1
2751,4
2752,1
2753,6
2754,4
2755,2
2756,0
2757,4
2758,5
2759,7
2760,0
2761,9
2762,0
2763,8
2764,9
2765,4
2766,7
2767,5
2768,7
2769,0
2770,4
2771,5
2772,9
2773,5
2774,1
2775,8
2776,1
2777,3
2778,3
2779,5
2780,6
2781,0
2782,6
2783,3
2784,2
2785,1
2786,2
2787,8
2788,6
2789,4
2790,3
2791,5
2792,8
2793,3
2794,2
2795,9
2796,9
2797,6
2798,5
2799,2
2800,4
2801,0
2802,5
2803,7
2804,8
2805,1
2806,1
2807,7
2808,2
2809,7
2810,0
2811,3
2812,9
2813,5
2814,6
2815,7
2816,3
2817,0
2818,6
2819,9
2820,8
2821,2
2822,0
2823,7
2824,6
2825,5
2826,8
2827,0
2828,9
2829,0
2830,4
2831,2
2832,5
2833,0
2834,8
2835,9
2836,1
2837,5
2838,1
2839,6
2840,7
2841,2
2842,2
2843,2
2844,5
2845,9
2846,9
2847,9
2848,7
2849,2
2850,4
2851,8
2852,2
2853,9
2854,5
2855,3
2856,9
2857,2
2858,8
2859,2
2860,1
2861,6
2862,2
2863,4
2864,9
2865,6
2866,4
2867,2
2868,1
2869,6
2870,6
2871,8
2872,8
2873,9
2874,8
2875,7
2876,7
2877,1
2878,0
2879,1
2880,2
2881,6
2882,3
2883,6
2884,3
2885,6
2886,1
2887,1
2888,5
2889,9
2890,3
2891,0
2892,0
2893,2
2894,6
2895,9
2896,9
2897,3
2898,6
2899,7
2900,3
2901,8
2902,3
2903,0
2904,5
2905,2
2906,5
2907,4
2908,0
2909,9
2910,9
2911,1
2912,2
2913,1
2914,6
2915,9
2916,7
2917,0
2918,3
2919,7
2920,9
2921,9
2922,2
2923,8
2924,1
2925,8
2926,0
2927,0
2928,6
2929,7
2930,7
2931,3
2932,2
2933,1
2934,4
2935,9
2936,2
2937,5
2938,9
2939,2
2940,3
2941,2
2942,1
2943,3
2944,8
2945,4
2946,2
2947,2
2948,2
2949,6
2950,5
2951,7
2952,3
2953,0
2954,5
2955,9
2956,1
2957,7
2958,9
2959,7
2960,4
2961,8
2962,5
2963,1
2964,0
2965,2
2966,1
2967,2
2968,4
2969,9
2970,3
2971,0
2972,8
2973,5
2974,7
2975,5
2976,5
2977,6
2978,4
2979,2
2980,1
2981,4
2982,7
2983,8
2984,8
2985,4
2986,7
2987,5
2988,4
2989,7
2990,9
2991,7
2992,1
2993,1
2994,9
2995,1
2996,3
2997,7
2998,9
