Id,Val
0_622,22
0_623,0
0_624,25
0_625,20
0_626,57
0_627,141
0_628,27
0_629,7
0_630,0
0_631,0
0_632,0
0_633,0
0_634,0
0_635,0
0_636,0
0_637,0
0_638,0
0_639,0
0_640,0
0_641,0
0_642,0
0_643,0
0_644,0
0_645,0
0_646,0
0_647,0
0_648,0
0_649,0
0_650,0
0_651,0
0_652,0
0_653,0
0_654,0
0_655,0
0_656,0
0_657,0
0_658,0
0_659,0
0_660,0
0_661,0
0_662,0
0_663,0
0_664,0
0_665,0
0_666,0
0_667,0
0_668,0
0_669,0
0_670,0
0_671,0
0_672,0
0_673,0
0_674,0
0_675,0
0_676,0
0_677,0
0_678,0
0_679,0
0_680,0
0_681,0
0_682,3
0_683,0
0_684,0
0_685,0
0_686,0
0_687,0
0_688,0
0_689,0
0_690,1
0_691,45
0_692,0
0_693,5
0_694,0
0_695,0
0_696,0
0_697,0
0_698,22
0_699,0
0_700,0
0_701,0
0_702,0
0_703,0
0_704,1
0_705,19
0_706,0
0_707,0
0_708,0
0_709,0
0_710,0
0_711,0
0_712,0
0_713,0
0_714,0
0_715,0
0_716,0
0_717,0
0_718,0
0_719,0
0_720,0
0_721,0
0_722,0
0_723,0
0_724,0
0_725,0
0_726,0
0_727,0
0_728,0
0_729,0
0_730,0
0_731,0
0_732,20
0_733,0
0_734,0
0_735,0
0_736,0
0_737,0
0_738,0
0_739,0
0_740,0
0_741,0
0_742,0
0_743,0
0_744,0
0_745,0
0_746,0
0_747,0
0_748,0
0_749,0
0_750,0
0_751,0
0_752,0
0_753,9
0_754,0
0_755,41
0_756,0
0_757,0
0_758,0
0_759,0
0_760,0
0_761,0
0_762,0
0_763,0
0_764,0
0_765,0
0_766,0
0_767,0
0_768,0
0_769,0
0_770,0
0_771,0
0_772,0
0_773,0
0_774,0
0_775,0
0_776,0
0_777,0
0_778,0
0_779,0
0_780,0
0_781,0
0_782,0
0_783,0
1_0,0
1_1,0
1_2,0
1_3,0
1_4,0
1_5,0
1_6,0
1_7,0
1_8,0
1_9,0
1_10,0
1_11,0
1_12,0
1_13,0
1_14,0
1_15,0
1_16,0
1_17,0
1_18,0
1_19,0
1_20,0
1_21,0
1_22,0
1_23,0
1_24,0
1_25,0
1_26,0
1_27,0
1_28,0
1_29,0
1_30,0
1_31,0
1_32,0
1_33,0
1_34,0
1_35,0
1_36,0
1_37,0
1_38,0
1_39,0
1_40,0
1_41,9
1_42,0
1_43,0
1_44,0
1_45,0
1_46,0
1_47,0
1_48,0
1_49,0
1_50,0
1_51,0
1_52,0
1_53,0
1_54,0
1_55,0
1_56,0
1_57,0
1_58,0
1_59,0
1_60,0
1_61,0
1_62,0
1_63,0
1_64,0
1_65,0
1_66,0
1_67,0
1_68,0
1_69,0
1_70,0
1_71,0
1_72,0
1_73,0
1_74,0
1_75,0
1_76,0
1_77,0
1_78,0
1_79,0
1_80,0
1_81,0
1_82,0
1_83,23
1_84,10
1_85,0
1_86,0
1_87,0
1_88,0
1_89,0
1_90,0
1_91,0
1_92,0
1_93,0
1_94,0
1_95,0
1_96,0
1_97,0
1_98,4
1_99,8
1_100,73
1_101,83
1_102,12
1_103,0
1_104,0
1_105,0
1_106,0
1_107,0
1_108,0
1_109,0
1_110,0
1_111,0
1_112,0
1_113,0
1_114,0
1_115,0
1_116,0
1_117,105
1_118,122
1_119,64
1_120,24
1_121,0
1_122,0
1_123,0
1_124,29
1_125,11
1_126,171
1_127,109
1_128,70
1_129,28
1_130,0
1_131,0
1_132,0
1_133,0
1_134,0
1_135,0
1_136,0
1_137,0
1_138,0
1_139,0
1_140,0
1_141,0
1_142,0
1_143,0
1_144,0
1_145,0
1_146,0
1_147,0
1_148,0
1_149,1
1_150,0
1_151,0
1_152,0
1_153,6
1_154,22
1_155,164
1_156,133
1_157,92
1_158,14
1_159,0
1_160,16
1_161,0
1_162,9
1_163,1
1_164,0
1_165,0
1_166,0
1_167,0
1_168,0
1_169,0
1_170,0
1_171,0
1_172,0
1_173,0
1_174,0
1_175,0
1_176,0
1_177,0
1_178,0
1_179,11
1_180,62
1_181,123
1_182,50
1_183,123
1_184,250
1_185,197
1_186,9
1_187,0
1_188,0
1_189,0
1_190,0
1_191,0
1_192,0
1_193,0
1_194,0
1_195,0
1_196,0
1_197,49
1_198,33
1_199,0
1_200,7
1_201,2
1_202,4
1_203,0
1_204,0
1_205,5
1_206,79
1_207,155
1_208,74
1_209,87
1_210,147
1_211,230
1_212,240
1_213,29
1_214,0
1_215,0
1_216,0
1_217,0
1_218,0
1_219,0
1_220,0
1_221,0
1_222,0
1_223,0
1_224,0
1_225,0
1_226,0
1_227,0
1_228,0
1_229,0
1_230,0
1_231,0
1_232,0
1_233,0
1_234,0
1_235,0
1_236,27
1_237,93
1_238,204
1_239,246
1_240,161
1_241,42
1_242,0
1_243,0
1_244,0
1_245,0
1_246,0
1_247,0
1_248,0
1_249,0
1_250,0
1_251,0
1_252,0
1_253,0
1_254,0
1_255,20
1_256,8
1_257,1
1_258,0
1_259,0
1_260,0
1_261,0
1_262,0
1_263,0
1_264,106
1_265,175
1_266,211
1_267,225
1_268,220
1_269,42
1_270,0
1_271,0
1_272,0
1_273,0
1_274,0
1_275,0
1_276,0
1_277,0
1_278,0
1_279,0
1_280,25
1_281,0
1_282,0
1_283,0
1_284,0
1_285,0
1_286,0
1_287,0
1_288,0
1_289,4
1_290,21
1_291,12
1_292,10
1_293,130
1_294,220
1_295,247
1_296,205
1_297,25
1_298,0
1_299,0
1_300,0
1_301,0
1_302,0
1_303,0
1_304,0
1_305,0
1_306,0
1_307,10
1_308,0
1_309,3
1_310,0
1_311,0
1_312,0
1_313,0
1_314,0
1_315,0
1_316,0
1_317,9
1_318,5
1_319,14
1_320,123
1_321,202
1_322,226
1_323,243
1_324,213
1_325,70
1_326,31
1_327,23
1_328,125
1_329,4
1_330,0
1_331,0
1_332,0
1_333,6
1_334,0
1_335,0
1_336,0
1_337,0
1_338,0
1_339,0
1_340,0
1_341,0
1_342,0
1_343,0
1_344,0
1_345,0
1_346,2
1_347,13
1_348,136
1_349,244
1_350,247
1_351,247
1_352,216
1_353,94
1_354,25
1_355,0
1_356,0
1_357,0
1_358,0
1_359,0
1_360,0
1_361,0
1_362,0
1_363,0
1_364,0
1_365,0
1_366,0
1_367,0
1_368,0
1_369,0
1_370,0
1_371,4
1_372,0
1_373,0
1_374,0
1_375,2
1_376,62
1_377,216
1_378,246
1_379,250
1_380,219
1_381,124
1_382,11
1_383,0
1_384,0
1_385,1
1_386,0
1_387,0
1_388,2
1_389,0
1_390,17
1_391,25
1_392,25
1_393,0
1_394,0
1_395,2
1_396,0
1_397,0
1_398,0
1_399,0
1_400,1
1_401,15
1_402,99
1_403,216
1_404,239
1_405,248
1_406,211
1_407,213
1_408,73
1_409,7
1_410,25
1_411,127
1_412,18
1_413,4
1_414,0
1_415,0
1_416,0
1_417,0
1_418,0
1_419,0
1_420,0
1_421,0
1_422,0
1_423,9
1_424,0
1_425,0
1_426,0
1_427,0
1_428,0
1_429,0
1_430,74
1_431,100
1_432,149
1_433,186
1_434,241
1_435,195
1_436,146
1_437,29
1_438,4
1_439,0
1_440,8
1_441,0
1_442,0
1_443,0
1_444,0
1_445,0
1_446,0
1_447,0
1_448,0
1_449,0
1_450,0
1_451,0
1_452,0
1_453,0
1_454,0
1_455,0
1_456,0
1_457,2
1_458,0
1_459,25
1_460,240
1_461,245
1_462,235
1_463,243
1_464,152
1_465,58
1_466,0
1_467,0
1_468,0
1_469,0
1_470,13
1_471,0
1_472,0
1_473,0
1_474,0
1_475,0
1_476,0
1_477,0
1_478,0
1_479,0
1_480,0
1_481,0
1_482,14
1_483,0
1_484,20
1_485,0
1_486,5
1_487,14
1_488,89
1_489,211
1_490,248
1_491,237
1_492,57
1_493,5
1_494,0
1_495,0
1_496,28
1_497,24
1_498,77
1_499,10
1_500,0
1_501,0
1_502,0
1_503,0
1_504,6
1_505,0
1_506,0
1_507,0
1_508,0
1_509,9
1_510,0
1_511,6
1_512,0
1_513,0
1_514,23
1_515,81
1_516,200
1_517,240
1_518,249
1_519,206
1_520,44
1_521,2
1_522,0
1_523,0
1_524,0
1_525,1
1_526,0
1_527,7
1_528,0
1_529,0
1_530,0
1_531,0
1_532,0
1_533,0
1_534,0
1_535,0
1_536,0
1_537,0
1_538,0
1_539,0
1_540,4
1_541,25
1_542,13
1_543,73
1_544,179
1_545,206
1_546,241
1_547,135
1_548,34
1_549,0
1_550,12
1_551,33
1_552,50
1_553,123
1_554,36
1_555,0
1_556,0
1_557,0
1_558,0
1_559,0
1_560,0
1_561,0
1_562,0
1_563,0
1_564,0
1_565,0
1_566,0
1_567,0
1_568,0
1_569,0
1_570,0
1_571,28
1_572,156
1_573,193
1_574,238
1_575,238
1_576,174
1_577,34
1_578,0
1_579,0
1_580,0
1_581,0
1_582,0
1_583,0
1_584,0
1_585,0
1_586,0
1_587,0
1_588,0
1_589,0
1_590,0
1_591,0
1_592,0
1_593,0
1_594,0
1_595,0
1_596,0
1_597,0
1_598,0
1_599,4
1_600,170
1_601,195
1_602,214
1_603,182
1_604,214
1_605,78
1_606,16
1_607,0
1_608,0
1_609,0
1_610,9
1_611,0
1_612,0
1_613,0
1_614,0
1_615,0
1_616,0
1_617,0
1_618,0
1_619,0
1_620,0
1_621,0
1_622,0
1_623,0
1_624,0
1_625,0
1_626,2
1_627,1
1_628,88
1_629,133
1_630,249
1_631,158
1_632,58
1_633,0
1_634,0
1_635,0
1_636,0
1_637,0
1_638,0
1_639,0
1_640,0
1_641,0
1_642,0
1_643,7
1_644,0
1_645,0
1_646,0
1_647,0
1_648,0
1_649,0
1_650,0
1_651,0
1_652,0
1_653,0
1_654,0
1_655,0
1_656,0
1_657,71
1_658,227
1_659,155
1_660,124
1_661,0
1_662,0
1_663,0
1_664,0
1_665,0
1_666,0
1_667,0
1_668,0
1_669,0
1_670,0
1_671,0
1_672,0
1_673,0
1_674,0
1_675,0
1_676,0
1_677,0
1_678,0
1_679,0
1_680,0
1_681,0
1_682,0
1_683,0
1_684,0
1_685,0
1_686,0
1_687,0
1_688,0
1_689,0
1_690,0
1_691,6
1_692,25
1_693,49
1_694,23
1_695,0
1_696,3
1_697,0
1_698,0
1_699,13
1_700,0
1_701,0
1_702,0
1_703,0
1_704,0
1_705,0
1_706,0
1_707,0
1_708,0
1_709,0
1_710,0
1_711,0
1_712,0
1_713,0
1_714,0
1_715,0
1_716,0
1_717,0
1_718,0
1_719,0
1_720,0
1_721,0
1_722,0
1_723,1
1_724,0
1_725,0
1_726,0
1_727,0
1_728,0
1_729,0
1_730,0
1_731,0
1_732,0
1_733,0
1_734,0
1_735,0
1_736,0
1_737,0
1_738,0
1_739,0
1_740,0
1_741,0
1_742,0
1_743,0
1_744,1
1_745,0
1_746,0
1_747,0
1_748,0
1_749,0
1_750,0
1_751,0
1_752,0
1_753,0
1_754,0
1_755,12
1_756,9
1_757,72
1_758,3
1_759,0
1_760,0
1_761,0
1_762,0
1_763,0
1_764,1
1_765,0
1_766,0
1_767,0
1_768,0
1_769,0
1_770,0
1_771,0
1_772,0
1_773,0
1_774,0
1_775,0
1_776,0
1_777,0
1_778,0
1_779,0
1_780,0
1_781,0
1_782,0
1_783,0
2_0,0
2_1,0
2_2,0
2_3,0
2_4,0
2_5,14
2_6,25
2_7,0
2_8,0
2_9,0
2_10,0
2_11,0
2_12,0
2_13,0
2_14,0
2_15,0
2_16,0
2_17,0
2_18,0
2_19,0
2_20,0
2_21,0
2_22,0
2_23,0
2_24,0
2_25,0
2_26,0
2_27,0
2_28,0
2_29,2
2_30,0
2_31,0
2_32,0
2_33,0
2_34,0
2_35,0
2_36,0
2_37,0
2_38,0
2_39,0
2_40,8
2_41,9
2_42,0
2_43,0
2_44,0
2_45,0
2_46,0
2_47,0
2_48,0
2_49,0
2_50,0
2_51,0
2_52,0
2_53,0
2_54,0
2_55,0
2_56,0
2_57,0
2_58,0
2_59,0
2_60,0
2_61,0
2_62,0
2_63,0
2_64,0
2_65,0
2_66,0
2_67,0
2_68,0
2_69,0
2_70,0
2_71,0
2_72,0
2_73,25
2_74,0
2_75,0
2_76,0
2_77,0
2_78,0
2_79,0
2_80,0
2_81,0
2_82,2
2_83,0
2_84,0
2_85,0
2_86,0
2_87,0
2_88,43
2_89,194
2_90,185
2_91,50
2_92,0
2_93,1
2_94,0
2_95,0
2_96,0
2_97,1
2_98,2
2_99,84
2_100,34
2_101,1
2_102,0
2_103,0
2_104,0
2_105,0
2_106,0
2_107,0
2_108,0
2_109,0
2_110,0
2_111,0
2_112,0
2_113,0
2_114,0
2_115,0
2_116,0
2_117,0
2_118,0
2_119,13
2_120,4
2_121,0
2_122,0
2_123,1
2_124,18
2_125,177
2_126,54
2_127,23
2_128,6
2_129,12
2_130,0
2_131,0
2_132,0
2_133,0
2_134,0
2_135,0
2_136,1
2_137,0
2_138,0
2_139,0
2_140,8
2_141,0
2_142,0
2_143,0
2_144,0
2_145,0
2_146,0
2_147,0
2_148,0
2_149,0
2_150,2
2_151,128
2_152,156
2_153,135
2_154,34
2_155,0
2_156,13
2_157,0
2_158,32
2_159,0
2_160,0
2_161,0
2_162,0
2_163,0
2_164,0
2_165,0
2_166,0
2_167,0
2_168,0
2_169,0
2_170,0
2_171,0
2_172,0
2_173,0
2_174,59
2_175,33
2_176,107
2_177,38
2_178,0
2_179,53
2_180,197
2_181,252
2_182,178
2_183,79
2_184,20
2_185,9
2_186,0
2_187,0
2_188,0
2_189,0
2_190,0
2_191,0
2_192,0
2_193,0
2_194,0
2_195,0
2_196,2
2_197,16
2_198,0
2_199,0
2_200,1
2_201,0
2_202,0
2_203,0
2_204,0
2_205,0
2_206,17
2_207,11
2_208,181
2_209,204
2_210,151
2_211,31
2_212,0
2_213,0
2_214,7
2_215,6
2_216,26
2_217,18
2_218,13
2_219,0
2_220,6
2_221,0
2_222,0
2_223,0
2_224,0
2_225,0
2_226,0
2_227,0
2_228,0
2_229,0
2_230,0
2_231,0
2_232,0
2_233,3
2_234,7
2_235,43
2_236,140
2_237,189
2_238,253
2_239,196
2_240,29
2_241,2
2_242,6
2_243,0
2_244,2
2_245,0
2_246,0
2_247,0
2_248,0
2_249,0
2_250,0
2_251,0
2_252,0
2_253,0
2_254,0
2_255,0
2_256,0
2_257,0
2_258,0
2_259,0
2_260,0
2_261,0
2_262,6
2_263,107
2_264,220
2_265,250
2_266,223
2_267,79
2_268,19
2_269,0
2_270,0
2_271,0
2_272,0
2_273,0
2_274,0
2_275,0
2_276,0
2_277,31
2_278,0
2_279,0
2_280,0
2_281,0
2_282,0
2_283,0
2_284,0
2_285,0
2_286,0
2_287,0
2_288,10
2_289,12
2_290,4
2_291,11
2_292,224
2_293,142
2_294,51
2_295,13
2_296,3
2_297,0
2_298,0
2_299,0
2_300,0
2_301,0
2_302,0
2_303,0
2_304,0
2_305,0
2_306,2
2_307,0
2_308,0
2_309,0
2_310,0
2_311,0
2_312,0
2_313,0
2_314,0
2_315,0
2_316,0
2_317,0
2_318,38
2_319,110
2_320,215
2_321,249
2_322,237
2_323,171
2_324,13
2_325,1
2_326,12
2_327,10
2_328,33
2_329,0
2_330,0
2_331,0
2_332,0
2_333,0
2_334,0
2_335,0
2_336,0
2_337,0
2_338,0
2_339,0
2_340,0
2_341,0
2_342,0
2_343,0
2_344,0
2_345,2
2_346,8
2_347,98
2_348,165
2_349,234
2_350,236
2_351,203
2_352,103
2_353,6
2_354,3
2_355,0
2_356,0
2_357,4
2_358,0
2_359,0
2_360,0
2_361,0
2_362,0
2_363,0
2_364,0
2_365,0
2_366,0
2_367,0
2_368,0
2_369,0
2_370,0
2_371,0
2_372,0
2_373,0
2_374,6
2_375,0
2_376,88
2_377,128
2_378,247
2_379,221
2_380,106
2_381,7
2_382,25
2_383,0
2_384,0
2_385,0
2_386,0
2_387,0
2_388,0
2_389,0
2_390,0
2_391,0
2_392,0
2_393,0
2_394,0
2_395,3
2_396,0
2_397,0
2_398,0
2_399,0
2_400,0
2_401,0
2_402,19
2_403,50
2_404,168
2_405,252
2_406,223
2_407,230
2_408,75
2_409,32
2_410,0
2_411,0
2_412,8
2_413,0
2_414,0
2_415,0
2_416,0
2_417,0
2_418,0
2_419,0
2_420,0
2_421,0
2_422,0
2_423,0
2_424,0
2_425,0
2_426,0
2_427,0
2_428,1
2_429,8
2_430,52
2_431,80
2_432,179
2_433,228
2_434,229
2_435,167
2_436,41
2_437,0
2_438,0
2_439,0
2_440,3
2_441,0
2_442,0
2_443,0
2_444,0
2_445,0
2_446,0
2_447,0
2_448,0
2_449,0
2_450,0
2_451,0
2_452,2
2_453,0
2_454,0
2_455,4
2_456,0
2_457,0
2_458,0
2_459,4
2_460,10
2_461,51
2_462,94
2_463,199
2_464,169
2_465,80
2_466,67
2_467,19
2_468,10
2_469,4
2_470,5
2_471,9
2_472,11
2_473,0
2_474,0
2_475,0
2_476,8
2_477,0
2_478,0
2_479,6
2_480,0
2_481,0
2_482,1
2_483,2
2_484,0
2_485,0
2_486,10
2_487,1
2_488,93
2_489,208
2_490,248
2_491,108
2_492,55
2_493,15
2_494,0
2_495,12
2_496,0
2_497,0
2_498,0
2_499,0
2_500,0
2_501,0
2_502,10
2_503,0
2_504,0
2_505,0
2_506,0
2_507,0
2_508,0
2_509,0
2_510,0
2_511,11
2_512,0
2_513,0
2_514,91
2_515,45
2_516,63
2_517,57
2_518,124
2_519,215
2_520,221
2_521,78
2_522,7
2_523,0
2_524,38
2_525,0
2_526,0
2_527,0
2_528,0
2_529,0
2_530,0
2_531,0
2_532,0
2_533,0
2_534,0
2_535,0
2_536,0
2_537,15
2_538,0
2_539,0
2_540,86
2_541,67
2_542,62
2_543,22
2_544,83
2_545,184
2_546,197
2_547,126
2_548,155
2_549,120
2_550,200
2_551,48
2_552,0
2_553,1
2_554,0
2_555,0
2_556,0
2_557,0
2_558,0
2_559,0
2_560,0
2_561,0
2_562,0
2_563,0
2_564,48
2_565,9
2_566,0
2_567,42
2_568,135
2_569,82
2_570,20
2_571,39
2_572,9
2_573,128
2_574,201
2_575,237
2_576,226
2_577,78
2_578,38
2_579,0
2_580,0
2_581,0
2_582,12
2_583,0
2_584,0
2_585,0
2_586,0
2_587,0
2_588,0
2_589,5
2_590,0
2_591,22
2_592,0
2_593,43
2_594,0
2_595,1
2_596,0
2_597,17
2_598,1
2_599,17
2_600,15
2_601,91
2_602,147
2_603,142
2_604,159
2_605,55
2_606,0
2_607,0
2_608,0
2_609,0
2_610,0
2_611,0
2_612,0
2_613,0
2_614,0
2_615,0
2_616,0
2_617,0
2_618,0
2_619,0
2_620,0
2_621,0
2_622,0
2_623,0
2_624,0
2_625,0
2_626,12
2_627,4
2_628,0
2_629,62
2_630,122
2_631,144
2_632,165
2_633,0
2_634,0
2_635,0
2_636,0
2_637,0
2_638,0
2_639,0
2_640,0
2_641,0
2_642,0
2_643,0
2_644,0
2_645,0
2_646,0
2_647,0
2_648,0
2_649,0
2_650,0
2_651,0
2_652,0
2_653,0
2_654,0
2_655,4
2_656,32
2_657,173
2_658,252
2_659,252
2_660,126
2_661,36
2_662,0
2_663,0
2_664,0
2_665,0
2_666,0
2_667,0
2_668,0
2_669,0
2_670,0
2_671,0
2_672,0
2_673,0
2_674,0
2_675,0
2_676,0
2_677,0
2_678,29
2_679,17
2_680,77
2_681,7
2_682,0
2_683,0
2_684,0
2_685,0
2_686,0
2_687,0
2_688,0
2_689,0
2_690,0
2_691,0
2_692,0
2_693,0
2_694,0
2_695,0
2_696,11
2_697,2
2_698,19
2_699,0
2_700,0
2_701,0
2_702,0
2_703,0
2_704,0
2_705,0
2_706,1
2_707,60
2_708,161
2_709,25
2_710,10
2_711,0
2_712,0
2_713,0
2_714,0
2_715,0
2_716,0
2_717,0
2_718,0
2_719,0
2_720,0
2_721,0
2_722,0
2_723,0
2_724,0
2_725,0
2_726,0
2_727,0
2_728,0
2_729,0
2_730,0
2_731,0
2_732,0
2_733,0
2_734,0
2_735,0
2_736,2
2_737,0
2_738,0
2_739,0
2_740,0
2_741,0
2_742,0
2_743,9
2_744,0
2_745,0
2_746,0
2_747,0
2_748,0
2_749,0
2_750,0
2_751,0
2_752,0
2_753,2
2_754,0
2_755,0
2_756,0
2_757,1
2_758,0
2_759,0
2_760,0
2_761,0
2_762,0
